case	collective	size	config	channels	visible_devices	exit_status	log	csv
rep_r2_allgather_64M_tree_simple_chdefault	allgather	64M	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allgather_64M_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allgather_64M_tree_simple_chdefault.csv
rep_r3_allgather_64M_tree_simple_chdefault	allgather	64M	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allgather_64M_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allgather_64M_tree_simple_chdefault.csv
rep_r1_allgather_64M_tree_ll_chdefault	allgather	64M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allgather_64M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allgather_64M_tree_ll_chdefault.csv
rep_r2_allgather_64M_tree_ll_chdefault	allgather	64M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allgather_64M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allgather_64M_tree_ll_chdefault.csv
rep_r3_allgather_64M_tree_ll_chdefault	allgather	64M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allgather_64M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allgather_64M_tree_ll_chdefault.csv
rep_r1_allgather_256M_default_chdefault	allgather	256M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allgather_256M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allgather_256M_default_chdefault.csv
rep_r2_allgather_256M_default_chdefault	allgather	256M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allgather_256M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allgather_256M_default_chdefault.csv
rep_r3_allgather_256M_default_chdefault	allgather	256M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allgather_256M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allgather_256M_default_chdefault.csv
rep_r1_allgather_256M_ring_simple_chdefault	allgather	256M	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allgather_256M_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allgather_256M_ring_simple_chdefault.csv
rep_r2_allgather_256M_ring_simple_chdefault	allgather	256M	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allgather_256M_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allgather_256M_ring_simple_chdefault.csv
rep_r3_allgather_256M_ring_simple_chdefault	allgather	256M	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allgather_256M_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allgather_256M_ring_simple_chdefault.csv
rep_r1_allgather_256M_ring_ll_chdefault	allgather	256M	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allgather_256M_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allgather_256M_ring_ll_chdefault.csv
rep_r2_allgather_256M_ring_ll_chdefault	allgather	256M	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allgather_256M_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allgather_256M_ring_ll_chdefault.csv
rep_r3_allgather_256M_ring_ll_chdefault	allgather	256M	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allgather_256M_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allgather_256M_ring_ll_chdefault.csv
rep_r1_allgather_256M_tree_simple_chdefault	allgather	256M	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allgather_256M_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allgather_256M_tree_simple_chdefault.csv
rep_r2_allgather_256M_tree_simple_chdefault	allgather	256M	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allgather_256M_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allgather_256M_tree_simple_chdefault.csv
rep_r3_allgather_256M_tree_simple_chdefault	allgather	256M	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allgather_256M_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allgather_256M_tree_simple_chdefault.csv
rep_r1_allgather_256M_tree_ll_chdefault	allgather	256M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allgather_256M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allgather_256M_tree_ll_chdefault.csv
rep_r2_allgather_256M_tree_ll_chdefault	allgather	256M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allgather_256M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allgather_256M_tree_ll_chdefault.csv
rep_r3_allgather_256M_tree_ll_chdefault	allgather	256M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allgather_256M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allgather_256M_tree_ll_chdefault.csv
rep_r1_allreduce_4K_default_chdefault	allreduce	4K	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_4K_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_4K_default_chdefault.csv
rep_r2_allreduce_4K_default_chdefault	allreduce	4K	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_4K_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_4K_default_chdefault.csv
rep_r3_allreduce_4K_default_chdefault	allreduce	4K	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_4K_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_4K_default_chdefault.csv
rep_r1_allreduce_4K_ring_simple_chdefault	allreduce	4K	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_4K_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_4K_ring_simple_chdefault.csv
rep_r2_allreduce_4K_ring_simple_chdefault	allreduce	4K	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_4K_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_4K_ring_simple_chdefault.csv
rep_r3_allreduce_4K_ring_simple_chdefault	allreduce	4K	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_4K_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_4K_ring_simple_chdefault.csv
rep_r1_allreduce_4K_ring_ll_chdefault	allreduce	4K	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_4K_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_4K_ring_ll_chdefault.csv
rep_r2_allreduce_4K_ring_ll_chdefault	allreduce	4K	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_4K_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_4K_ring_ll_chdefault.csv
rep_r3_allreduce_4K_ring_ll_chdefault	allreduce	4K	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_4K_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_4K_ring_ll_chdefault.csv
rep_r1_allreduce_4K_tree_simple_chdefault	allreduce	4K	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_4K_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_4K_tree_simple_chdefault.csv
rep_r2_allreduce_4K_tree_simple_chdefault	allreduce	4K	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_4K_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_4K_tree_simple_chdefault.csv
rep_r3_allreduce_4K_tree_simple_chdefault	allreduce	4K	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_4K_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_4K_tree_simple_chdefault.csv
rep_r1_allreduce_4K_tree_ll_chdefault	allreduce	4K	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_4K_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_4K_tree_ll_chdefault.csv
rep_r2_allreduce_4K_tree_ll_chdefault	allreduce	4K	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_4K_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_4K_tree_ll_chdefault.csv
rep_r3_allreduce_4K_tree_ll_chdefault	allreduce	4K	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_4K_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_4K_tree_ll_chdefault.csv
rep_r1_allreduce_64K_default_chdefault	allreduce	64K	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_64K_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_64K_default_chdefault.csv
rep_r2_allreduce_64K_default_chdefault	allreduce	64K	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_64K_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_64K_default_chdefault.csv
rep_r3_allreduce_64K_default_chdefault	allreduce	64K	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_64K_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_64K_default_chdefault.csv
rep_r1_allreduce_64K_ring_simple_chdefault	allreduce	64K	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_64K_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_64K_ring_simple_chdefault.csv
rep_r2_allreduce_64K_ring_simple_chdefault	allreduce	64K	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_64K_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_64K_ring_simple_chdefault.csv
rep_r3_allreduce_64K_ring_simple_chdefault	allreduce	64K	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_64K_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_64K_ring_simple_chdefault.csv
rep_r1_allreduce_64K_ring_ll_chdefault	allreduce	64K	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_64K_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_64K_ring_ll_chdefault.csv
rep_r2_allreduce_64K_ring_ll_chdefault	allreduce	64K	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_64K_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_64K_ring_ll_chdefault.csv
rep_r3_allreduce_64K_ring_ll_chdefault	allreduce	64K	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_64K_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_64K_ring_ll_chdefault.csv
rep_r1_allreduce_64K_tree_simple_chdefault	allreduce	64K	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_64K_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_64K_tree_simple_chdefault.csv
rep_r2_allreduce_64K_tree_simple_chdefault	allreduce	64K	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_64K_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_64K_tree_simple_chdefault.csv
rep_r3_allreduce_64K_tree_simple_chdefault	allreduce	64K	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_64K_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_64K_tree_simple_chdefault.csv
rep_r1_allreduce_64K_tree_ll_chdefault	allreduce	64K	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_64K_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_64K_tree_ll_chdefault.csv
rep_r2_allreduce_64K_tree_ll_chdefault	allreduce	64K	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_64K_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_64K_tree_ll_chdefault.csv
rep_r3_allreduce_64K_tree_ll_chdefault	allreduce	64K	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_64K_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_64K_tree_ll_chdefault.csv
rep_r1_allreduce_1M_default_chdefault	allreduce	1M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_1M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_1M_default_chdefault.csv
rep_r2_allreduce_1M_default_chdefault	allreduce	1M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_1M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_1M_default_chdefault.csv
rep_r3_allreduce_1M_default_chdefault	allreduce	1M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_1M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_1M_default_chdefault.csv
rep_r1_allreduce_1M_ring_simple_chdefault	allreduce	1M	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_1M_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_1M_ring_simple_chdefault.csv
rep_r2_allreduce_1M_ring_simple_chdefault	allreduce	1M	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_1M_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_1M_ring_simple_chdefault.csv
rep_r3_allreduce_1M_ring_simple_chdefault	allreduce	1M	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_1M_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_1M_ring_simple_chdefault.csv
rep_r1_allreduce_1M_ring_ll_chdefault	allreduce	1M	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_1M_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_1M_ring_ll_chdefault.csv
rep_r2_allreduce_1M_ring_ll_chdefault	allreduce	1M	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_1M_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_1M_ring_ll_chdefault.csv
rep_r3_allreduce_1M_ring_ll_chdefault	allreduce	1M	ring_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_1M_ring_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_1M_ring_ll_chdefault.csv
rep_r1_allreduce_1M_tree_simple_chdefault	allreduce	1M	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_1M_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_1M_tree_simple_chdefault.csv
rep_r2_allreduce_1M_tree_simple_chdefault	allreduce	1M	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_1M_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_1M_tree_simple_chdefault.csv
rep_r3_allreduce_1M_tree_simple_chdefault	allreduce	1M	tree_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_1M_tree_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_1M_tree_simple_chdefault.csv
rep_r1_allreduce_1M_tree_ll_chdefault	allreduce	1M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_1M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_1M_tree_ll_chdefault.csv
rep_r2_allreduce_1M_tree_ll_chdefault	allreduce	1M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_1M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_1M_tree_ll_chdefault.csv
rep_r3_allreduce_1M_tree_ll_chdefault	allreduce	1M	tree_ll	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_1M_tree_ll_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_1M_tree_ll_chdefault.csv
rep_r1_allreduce_8M_default_chdefault	allreduce	8M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_8M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_8M_default_chdefault.csv
rep_r2_allreduce_8M_default_chdefault	allreduce	8M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r2_allreduce_8M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r2_allreduce_8M_default_chdefault.csv
rep_r3_allreduce_8M_default_chdefault	allreduce	8M	default	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r3_allreduce_8M_default_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r3_allreduce_8M_default_chdefault.csv
rep_r1_allreduce_8M_ring_simple_chdefault	allreduce	8M	ring_simple	default	0,1,2,3	0	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/logs/rep_r1_allreduce_8M_ring_simple_chdefault.log	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/20260825T101556Z/csv/rep_r1_allreduce_8M_ring_simple_chdefault.csv
